0,watch_tv_1,"{'user': 'Alien', 'text': 'How are you doing today?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'I am good, thank you for asking', 'intent': 'Extend_greetings'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'What food are you in the mood for?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': ""I'm uncertain. What are your thoughts on the matter?"", 'intent': 'Ask_guidence'}"
0,watch_tv_2,"{'user': 'Alien', 'text': ""I'm uncertain, what do you recommend?"", 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'I was considering gathering whatever ingredients we had in the pantry.', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'I was considering using the ingredients we had available in the kitchen to put something together.', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Shall we prepare a meal together?', 'intent': 'Casual_question'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Shall we prepare a meal together?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': ""Sure, let's do it!"", 'intent': 'Casual_response'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Shall we prepare a meal together?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': ""Sure, let's do it!"", 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Do you feel like watching some television?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Definitely!', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'Definitely!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Terrific, shall we proceed with it now?', 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""Sure, let's get started."", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""I'm unsure about the location of the television."", 'intent': 'Inform_confused'}"
0,watch_tv_3,"{'user': 'Alien', 'text': ""I'm unsure about the whereabouts of the television."", 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'The sofa is located in the lounge.', 'intent': 'Inform_location'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'The television is located in the living room.', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Understood, thank you!', 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Understood, thank you!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Please go ahead and switch on the television.', 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Please switch on the television.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""I'm going to do that right away!"", 'intent': 'Inform_condition'}"
0,watch_tv_3,"{'user': 'Alien', 'text': ""I'm about to do that right away!"", 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Awesome!', 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Wonderful!', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'Switching on the television', 'intent': 'Inform_observation'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'Switching on the television', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'What should I stream?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'What movie do you recommend?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': ""I've heard that there's a thrilling soccer game happening at this moment."", 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Human', 'text': ""I've been told that there's a thrilling soccer game happening at the moment."", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'That sounds intriguing!', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'That sounds intriguing!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Shall we proceed with watching it then?', 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Shall we proceed with watching it now?', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'I will go sit on the sofa.', 'intent': 'Inform_condition'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'I will go sit on the sofa.', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': ""Great, that's the perfect spot for catching up on some TV shows."", 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""Great, that's the perfect spot to enjoy some TV."", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'This sofa is extremely cozy!', 'intent': 'Casual_observation'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'This sofa is really cozy!', 'intent': 'Casual_observation'}","{'user': 'Human', 'text': 'How is the match going?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'How is the match going?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'The game is filled with exhilaration.', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'The game is full of thrills.', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Excellent news!', 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Awesome!', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""Sure, I believe I've finished watching."", 'intent': 'Inform_condition'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'I believe my watching session has come to an end.', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Sure, would you like to have a bite to eat in the kitchen?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Sure, would you like to join me for a bite to eat in the kitchen?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'For sure!', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'Absolutely!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Alright, let's get moving now."", 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""Alright, let's get moving then."", 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Remember to switch off the television before we leave.', 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Be sure to switch off the TV before we leave.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Understood! Switching off the television.', 'intent': 'Inform_condition'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Understood! I will switch off the television.', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'What food were you considering having?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'What was on your mind to have for a meal?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'I have salmon in mind. How does that sound to you?', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': ""I'm considering the salmon. How do you feel about it?"", 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""I believe that's an excellent suggestion."", 'intent': 'Casual_response'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""I believe that's an excellent suggestion."", 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Let's whip up a delicious salmon dish!"", 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': ""Let's whip up a delicious salmon dish!"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sounds like a great idea!', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Human', 'text': ""Let's whip up a delicious salmon dish!"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sounds like a great idea!', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Human', 'text': ""Let's whip up some delicious salmon!"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sounds like a great idea!', 'intent': 'Casual_response'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'This is a vacuum cleaner. You use it to clean floors.', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'How intriguing. Could you please enlighten me on what toast is?', 'intent': 'Inform_confused'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Fascinating. Could you enlighten me about the concept of toast?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Toasting involves placing the bread into the toaster for it to brown and crisp up.', 'intent': 'iInform_object'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'It involves placing the bread inside the toaster and turning it on.', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'I understand now. Thank you for clarifying.', 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'I understand now. Thanks for clarifying.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Shall we head to the room on the right and watch some TV?', 'intent': 'Inform_next_step'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Shall we head over to the room on our right and catch a TV show?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Television? How intriguing.', 'intent': 'Ask_next_step'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Television? How intriguing.', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'This container, known as a television, can show dynamic images.', 'intent': 'iInform_object'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'This device, known as a television, has the ability to show dynamic visuals.', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'To my eyes, it appears to be relatively stationary.', 'intent': 'Ask_guidence'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'To me, it appears that the movement is quite minimal.', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': ""It's not currently turned on. To activate it, simply press the button located on the bottom right side."", 'intent': 'Inform_next_step'}"
0,watch_tv_0,"{'user': 'Human', 'text': ""It's currently switched off. You can activate it by pressing the button located at the bottom right."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Noted, appreciate it', 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'I understand, thanks', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Please proceed and try it out.', 'intent': 'Inform_get_started'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Feel free to go ahead and take a crack at it.', 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'This is incredibly vibrant!', 'intent': 'Inform_observation'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Impressive, the colors here are quite vibrant', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': ""Absolutely, that's OLED technology for you. This purchase cost me a cool grand, but no regrets—it was totally worth it."", 'intent': 'iInform_object'}"
1,watch_tv_0,"{'user': 'Human', 'text': ""That's OLED technology for you. This little beauty cost me a pretty penny - a thousand bucks to be exact. But let me tell you, it was worth every cent."", 'intent': 'iInform_object'}","{'user': 'Human', 'text': ""Please feel free to have a seat on the cozy couch right behind you. It's much more comfortable."", 'intent': 'Inform_next_step'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Please go ahead and have a seat on the comfortable couch right behind you.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Is this the place you're referring to?"", 'intent': 'Ask_about_location'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Oh, do you mean this location?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'True, however, you are not in a seated position.', 'intent': 'Inform_incorrect_action'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'True, however, you are not currently seated.', 'intent': 'Inform_incorrect_action'}","{'user': 'Alien', 'text': 'What is your definition of sitting?', 'intent': 'Inform_confused'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'What is your interpretation of the term ""sitting""?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'It feels akin to tipping back, though in a more gradual manner.', 'intent': 'Inform_action'}"
0,watch_tv_0,"{'user': 'Human', 'text': ""It's akin to gradually leaning back."", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': ""Sure, I'll make an attempt."", 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Alien', 'text': ""Sure, I'll attempt it."", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'What are your thoughts on the sofa?', 'intent': 'Casual_question'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'How do you feel about the sofa?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Very comfortable!', 'intent': 'Casual_response'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'Very cozy!', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'What steps should I take next?', 'intent': 'Ask_next_step'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'What steps should I take at this moment?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Shall we make another visit to the kitchen?', 'intent': 'Inform_next_step'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Shall we make another visit to the kitchen?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Alright, I'll review it thoroughly."", 'intent': 'Inform_understanding'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Alright, I will review it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Hold on, remember to switch off the television before you go!', 'intent': 'Inform_incorrect_action'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Wait, remember to switch off the television before you go!', 'intent': 'Inform_incorrect_action'}","{'user': 'Alien', 'text': 'Sure, how can I accomplish that task?', 'intent': 'Inform_confused'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Sure, how can I accomplish that task?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Simply press the power button once more.', 'intent': 'Inform_action'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Simply press the power button once more.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Feel free to go ahead and push the button!', 'intent': 'Inform_next_step'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'Feel free to go ahead and push the button!', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sure thing!', 'intent': 'Inform_understanding'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'Great!', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Fantastic work, we can now proceed to the kitchen!', 'intent': 'Inform_next_step'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Excellent work, we can now head to the kitchen!', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': ""This is a microwave oven. It's a wonderful invention that enables you to heat up the same meal several times."", 'intent': 'iInform_object'}"
0,watch_tv_0,"{'user': 'Human', 'text': ""This device here is a microwave. It's truly a wonder gadget that enables you to heat up the same dish multiple times."", 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'But what sets this apart from the toaster sitting right next to it?', 'intent': 'Inform_confused'}"
0,watch_tv_0,"{'user': 'Alien', 'text': 'But what sets this apart from the toaster right here?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'It can accommodate larger items and avoids causing burn marks.', 'intent': 'iInform_object'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'It is spacious enough to accommodate larger items without causing any burns.', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'I comprehend, thanks', 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'I comprehend, thank you', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'What do you think of my flat?', 'intent': 'Casual_question'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'What are your thoughts on my place?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': ""It's awesome! I appreciate the invitation!"", 'intent': 'Casual_response'}"
0,watch_tv_0,"{'user': 'Human', 'text': 'What are your thoughts on my apartment?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': ""It's really awesome! I appreciate the invite!"", 'intent': 'Casual_response'}"
0,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Shall we clean up the room?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What is this right here?', 'intent': 'Ask_about_object'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'What is this right here?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""It's a plaything that we are going to transfer from the shelf to the cabinet."", 'intent': 'Inform_action'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""It's a small item that we'll be relocating from the shelf to the cabinet."", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Where is the cabinet located?', 'intent': 'Ask_about_location'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Where is the cabinet located?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': ""It's right this way, follow me."", 'intent': 'Inform_location'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""It's right in this direction, let me guide you."", 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Feel free to go ahead and open it.', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Feel free to go ahead and untie it.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'I will tidy up the toy.', 'intent': 'Inform_get_started'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': ""I'll go ahead and tidy up the toy."", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': ""Great, we have one more left. Let's go and grab it."", 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""Great, there's another one left. Let's go and grab it."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""You're referring to this one right here?"", 'intent': 'Ask_about_object'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Do you mean this one right here?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""Sure, that's all there is to it. Feel free to go ahead and take it."", 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""Sure, that's the one. Feel free to pick it up."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Sure, I'll go get it at this moment."", 'intent': 'Inform_get_started'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': ""Sure, I'll go get it."", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'Great, now all we have to do is bring it to the cabinet, just like we did with the previous one.', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Great, now all we have to do is bring it to the cabinet just like we did with the previous one.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Sure, let's get moving!"", 'intent': 'Inform_get_started'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': ""Sure, let's get moving!"", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'Feel free to place it next to the one you just put down.', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Feel free to place it beside the one you placed before.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Great work, we just need to wrap it up now.', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Great work! All we have left to do is wrap it up.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Great!', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Sounds great!', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Sure, great! Let me check to see if there are any other places nearby that I could guide you to.', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Sure thing! Let me check to see if there are any other locations nearby that I could guide you to.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What about the kitchen area?', 'intent': 'Ask_next_step'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'What about the kitchen area?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Yes, that is definitely an option we can consider.', 'intent': 'Yes-no_positive'}"
0,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'What about the kitchen area?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Of course, that can be arranged.', 'intent': 'Yes-no_positive'}"
0,using_microwave_3,"{'user': 'Human', 'text': ""Sure, I'll give you a quick demonstration of my microwave. I have in mind to use it for reheating some salmon."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Do you mean this?', 'intent': 'Ask_about_object'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Do you mean this?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""Sure, that's all there is to it."", 'intent': 'Yes-no_positive'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Sure, that's all."", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'How should I heat up the salmon in the microwave?', 'intent': 'Ask_about_action'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'How should I heat up the salmon in the microwave?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'I prefer to leave my salmon out at room temperature, usually on the microwave, for extended periods, making it easy to access whenever needed.', 'intent': 'Inform_action'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'I prefer to leave my salmon out at room temperature on the microwave for extended periods, making it easy to grab whenever needed.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What steps should I take next?', 'intent': 'Ask_next_step'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'What should I do at this juncture?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Pop open the microwave door and carefully place the salmon inside.', 'intent': 'Inform_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Open the microwave door and carefully place the salmon inside.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Step right in!', 'intent': 'Inform_get_started'}"
0,using_microwave_3,"{'user': 'Alien', 'text': ""You're up!"", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': ""Fantastic, all that's left to do is seal it shut."", 'intent': 'Inform_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Excellent, all that's left to do now is to shut it."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Sure, I'm going to shut it down. What's my next step?"", 'intent': 'Ask_next_step'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Okay, I will conclude this. What are the next steps?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Next, you should establish a specific timeframe. Consider setting it for around 30 seconds.', 'intent': 'Inform_next_step'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'Next, you should establish a specific time frame. Consider setting it to around 30 seconds or a similar duration.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Cool!', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Great!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay, finished!', 'intent': 'Inform_get_started'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Okay, finished!', 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': ""Exciting! Let's be patient now."", 'intent': 'Inform_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Wonderful! Let's be patient now."", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Oh, hold on - you have to press the start button first.', 'intent': 'Inform_next_step'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'Hold on a minute, you have to press the start button first.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Got it. Starting on that right away.', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Ah, got it. Taking care of that at the moment.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Alright, it looks like it's completed. Feel free to go ahead and remove it."", 'intent': 'Inform_next_step'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'Alright, the task should be completed. Please go ahead and remove it.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Understood!', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Understood!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Where do you suggest I place it?', 'intent': 'Ask_next_step'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Where should I place it?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'You can place it on the dining table, where we will have our meal.', 'intent': 'Inform_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'You may place it on the dining table, where we will have our meal.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Wait a second, before you proceed, ensure that you close the microwave.', 'intent': 'Inform_next_step'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'Oh, hold on a sec, before you proceed, please ensure that the microwave is closed.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Oh, my apologies!', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Oh, my apologies!', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Where are you heading? That is the kitchen countertop.', 'intent': 'Ask_sure_about_location'}"
0,using_microwave_3,"{'user': 'Human', 'text': 'Where are you heading to? That happens to be the kitchen countertop.', 'intent': 'Ask_sure_about_location'}","{'user': 'Alien', 'text': 'Is that so, for real?', 'intent': 'Display_confusion'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Is that so?', 'intent': 'Display_confusion'}","{'user': 'Human', 'text': 'Sure, follow me to where the dining table is located.', 'intent': 'Inform_location'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Sure, follow me, the dining table is right this way.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Right here?', 'intent': 'Ask_about_location'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'Over at this location?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': ""Yep, that's the one."", 'intent': 'Yes-no_positive'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Indeed, that is all.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': ""Sure, I'll place the salmon right here."", 'intent': 'Inform_get_started'}"
0,using_microwave_3,"{'user': 'Alien', 'text': ""Sure, I'll place the salmon here."", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'Of course, that will be fine. Well done!', 'intent': 'Inform_action'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Of course, that's fine. Well done!"", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'What should our next step be?', 'intent': 'Ask_next_step'}"
0,using_microwave_3,"{'user': 'Alien', 'text': 'What steps should we take from here?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Okay, before we can start eating, we should clean up a few dishes. Let me demonstrate the process to you.', 'intent': 'Inform_next_step'}"
0,using_microwave_3,"{'user': 'Human', 'text': ""Sure, let's first clean up the dishes before we can start our meal. I can demonstrate how to do it."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sounds like a great idea!', 'intent': 'Inform_understanding'}"
0,using_microwave_3,"{'user': 'Human', 'text': ""Sure, before we can enjoy our meal, we should take care of washing a few dishes. Allow me to demonstrate how it's done."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sounds good to me!', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': ""So, if I'm understanding correctly, this is the toaster oven?"", 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Yeah, I was just kidding earlier. Shall we make our way to the office now?', 'intent': 'Inform_next_step'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Sure, I was only kidding before. Shall we make our way to the office now?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Got it.', 'intent': 'Inform_understanding'}"
